"Product","Record Type","Account Number","Interest Rate","Loan Term(months)","Branch Code","Household"
"Savings Account","Servicing","322411906890009","0.2","48","B043","High Income"
"Checking Account","New Application","205464972715169","0.1","36","B069","High Income"
"Mortgage","Closed","102063112873724","0.8","48","B041","Secondary"
"Mortgage","Servicing","742814340760889","0.5","24","B036","Primary"
"Mortgage","New Application","168797687988244","0.4","84","B021","Middle Income"
"Personal Loan","New Application","459648230249106","0.1","12","B012","Low Income"
"Checking Account","New Application","790202219430445","0.6000000000000001","72","B073","Secondary"
"Savings Account","Closed","039056100418831","0.7000000000000001","12","B017","Secondary"
"Mortgage","Closed","520268063999577","0.30000000000000004","84","B034","Low Income"
"Personal Loan","New Application","971898800572288","0.5","12","B009","Middle Income"
"Personal Loan","New Application","486050531830397","0.30000000000000004","48","B073","Middle Income"
"Savings Account","Servicing","388945199138915","0.8","60","B055","Secondary"
"Savings Account","Servicing","542656420695621","0.7000000000000001","24","B086","Secondary"
"Personal Loan","New Application","362509435675697","0.6000000000000001","36","B097","Middle Income"
"Mortgage","Closed","972149731504140","0.8","12","B036","Primary"
"Mortgage","Closed","797186076921803","0.5","48","B012","Primary"
"Mortgage","New Application","184801433757228","0.1","60","B032","Primary"
"Mortgage","Closed","636679464249883","0.9","36","B084","Low Income"
"Personal Loan","Closed","731870559363551","1.0","12","B096","Middle Income"
"Checking Account","Closed","737058710249781","0.4","48","B070","Primary"
"Personal Loan","New Application","542672517176441","0.1","84","B074","Low Income"
"Mortgage","Servicing","601881086010182","1.0","60","B087","Primary"
"Checking Account","Servicing","556689709493722","1.0","60","B095","Low Income"
"Personal Loan","Closed","236065511375501","0.2","24","B020","Middle Income"
"Checking Account","Closed","109528496791129","0.2","36","B087","Middle Income"
"Checking Account","New Application","047548750354981","0.2","24","B038","Secondary"
"Savings Account","Servicing","849328321969898","0.5","24","B088","Middle Income"
"Checking Account","Servicing","342773342769425","0.7000000000000001","60","B020","High Income"
"Checking Account","New Application","105731187745922","0.7000000000000001","36","B046","Low Income"
"Personal Loan","Closed","974642441600798","0.7000000000000001","24","B002","Primary"
"Mortgage","Servicing","072316131903669","0.8","36","B044","Secondary"
"Savings Account","Servicing","661901056494434","0.30000000000000004","48","B027","High Income"
"Savings Account","Servicing","119776464773073","0.7000000000000001","48","B081","Middle Income"
"Personal Loan","Servicing","868568820905840","0.30000000000000004","12","B013","Low Income"
"Personal Loan","New Application","970447686966484","0.8","48","B083","Primary"
"Mortgage","Closed","075215152045752","0.5","48","B072","Secondary"
"Savings Account","Closed","788935024671175","0.30000000000000004","12","B080","Middle Income"
"Mortgage","Closed","068681286189315","0.7000000000000001","84","B048","Middle Income"
"Personal Loan","Servicing","383932211918677","0.4","60","B056","Secondary"
"Personal Loan","Servicing","295716052074585","0.8","24","B040","Primary"
"Personal Loan","New Application","590367118052468","0.6000000000000001","84","B080","Primary"
"Checking Account","Closed","943157148222744","0.6000000000000001","84","B073","Secondary"
"Savings Account","Servicing","012449468685115","0.1","72","B062","Secondary"
"Mortgage","Servicing","151678990163790","0.1","84","B061","Low Income"
"Savings Account","Closed","655661575843210","0.5","36","B028","Middle Income"
"Savings Account","Servicing","440141759765558","0.9","84","B020","Middle Income"
"Checking Account","Closed","862757317888428","0.5","60","B014","Primary"
"Personal Loan","Servicing","351538735516972","0.8","12","B070","High Income"
"Checking Account","Servicing","900637429327240","0.4","12","B029","Middle Income"
"Savings Account","Servicing","259628182820315","1.0","36","B068","Middle Income"
"Mortgage","New Application","618960467691261","0.5","60","B029","Primary"
"Mortgage","Servicing","834279208063046","0.4","36","B098","Middle Income"
"Personal Loan","Servicing","996943221915343","1.0","12","B058","Low Income"
"Personal Loan","Closed","785863248891122","0.7000000000000001","24","B006","Middle Income"
"Savings Account","Closed","438799663788046","0.5","48","B014","Primary"
"Personal Loan","New Application","285988701383117","0.6000000000000001","48","B015","Secondary"
"Savings Account","Servicing","910655277148578","0.6000000000000001","48","B057","Primary"
"Checking Account","Closed","420744284279630","0.2","24","B062","Secondary"
"Savings Account","Closed","210795987218208","0.2","48","B060","Middle Income"
"Checking Account","Closed","607103599540134","0.9","48","B017","High Income"
"Checking Account","Servicing","546248994426464","0.30000000000000004","12","B072","Secondary"
"Mortgage","New Application","257808777845267","0.7000000000000001","48","B048","Secondary"
"Mortgage","Servicing","479697017567634","1.0","24","B100","Low Income"
"Checking Account","New Application","608707347512179","0.2","36","B090","Middle Income"
"Personal Loan","New Application","002631028938888","0.9","12","B088","Secondary"
"Savings Account","New Application","909016291479925","0.8","60","B018","High Income"
"Checking Account","New Application","806370615749618","0.7000000000000001","24","B087","High Income"
"Personal Loan","Servicing","160653580041616","0.1","24","B093","High Income"
"Personal Loan","Servicing","788680389031275","0.1","12","B085","Secondary"
"Checking Account","New Application","896846422017243","0.2","12","B046","Primary"
"Mortgage","Servicing","499539884986231","1.0","60","B030","High Income"
"Savings Account","Closed","646927846375483","0.9","36","B080","Primary"
"Personal Loan","Servicing","732003746601354","0.5","12","B086","High Income"
"Checking Account","New Application","874321845349917","0.2","60","B036","Primary"
"Savings Account","New Application","663250080608083","0.1","12","B024","Low Income"
"Savings Account","Servicing","854321425095763","0.6000000000000001","60","B070","Secondary"
"Personal Loan","Servicing","060752267030283","0.6000000000000001","84","B073","Low Income"
"Personal Loan","Closed","159749131463789","1.0","36","B018","Primary"
"Personal Loan","New Application","407015392540362","0.6000000000000001","12","B032","Primary"
"Personal Loan","Closed","516199560064444","0.7000000000000001","60","B019","High Income"
"Personal Loan","New Application","054837776293544","0.7000000000000001","36","B015","Middle Income"
"Savings Account","Servicing","019725940619316","0.5","48","B094","Middle Income"
"Savings Account","Servicing","798722516993328","1.0","36","B050","Low Income"
"Savings Account","Closed","986152842501909","1.0","84","B015","Low Income"
"Checking Account","New Application","384526604157116","1.0","84","B059","Low Income"
"Savings Account","New Application","409512193801983","0.4","60","B078","High Income"
"Savings Account","New Application","114240688160675","1.0","84","B076","High Income"
"Personal Loan","Servicing","670044295261800","0.30000000000000004","12","B006","Low Income"
"Personal Loan","Closed","552668968321412","0.2","24","B029","High Income"
"Checking Account","Servicing","582850749764174","0.1","72","B001","Primary"
"Checking Account","New Application","375155809536333","0.8","24","B072","High Income"
"Checking Account","New Application","221807843990958","0.1","84","B053","Middle Income"
"Personal Loan","Closed","125369683838413","0.4","48","B061","High Income"
"Checking Account","Servicing","982228152189881","0.1","48","B086","High Income"
"Mortgage","New Application","451284205013019","0.6000000000000001","84","B001","High Income"
"Mortgage","New Application","871908627349283","0.7000000000000001","48","B069","Low Income"
"Savings Account","New Application","451796505422243","0.7000000000000001","12","B022","Middle Income"
"Mortgage","Servicing","446344347561457","0.7000000000000001","36","B005","Middle Income"
"Checking Account","New Application","888767456761627","0.2","84","B045","Secondary"
"Savings Account","New Application","296846194254336","0.1","60","B043","High Income"
"Mortgage","New Application","613827624952675","0.7000000000000001","72","B010","Secondary"
"Checking Account","Servicing","516068822461603","0.1","48","B098","High Income"
"Checking Account","Closed","879147470346516","0.8","12","B001","Primary"
"Checking Account","Servicing","439378992839748","0.1","24","B005","Middle Income"
"Personal Loan","Servicing","584887462007905","0.9","84","B066","Primary"
"Checking Account","Closed","346339223429714","0.30000000000000004","84","B063","Middle Income"
"Mortgage","Closed","066280538315821","0.5","12","B005","Primary"
"Checking Account","Servicing","821220294569648","0.1","60","B073","Primary"
"Personal Loan","Closed","232228580935635","0.6000000000000001","60","B026","Secondary"
"Mortgage","Closed","019751564174652","0.7000000000000001","24","B074","Primary"
"Personal Loan","Closed","295756710714732","0.4","84","B089","Low Income"
"Personal Loan","Closed","081761945837830","0.30000000000000004","48","B054","High Income"
"Savings Account","Closed","657096106074932","0.4","60","B093","Secondary"
"Mortgage","Closed","725851164091155","0.30000000000000004","48","B029","High Income"
"Checking Account","Servicing","411158637590235","0.6000000000000001","36","B065","High Income"
"Savings Account","New Application","212360688790924","0.6000000000000001","72","B081","High Income"
"Checking Account","Servicing","823164977409466","0.5","24","B092","High Income"
"Savings Account","Closed","509872448551400","0.30000000000000004","36","B041","Middle Income"
"Mortgage","Closed","374377558590427","1.0","12","B096","High Income"
"Personal Loan","Closed","249184559133108","0.7000000000000001","72","B011","Secondary"
"Mortgage","Servicing","430565996974603","0.6000000000000001","24","B004","Middle Income"
"Savings Account","New Application","918406933395695","0.5","24","B083","Secondary"
"Mortgage","Closed","177314620568078","0.6000000000000001","72","B098","Secondary"
"Checking Account","New Application","107229598948794","0.1","36","B045","High Income"
"Checking Account","Servicing","268970138438192","0.2","12","B048","Middle Income"
